material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zr_wyckoff,num_Zr_chemenvs,CN,element,charge_range,is_single_charge
mp-2712564,Na2MgZr3P4(SO12)2,1.910305712375856,0.4637494096500162,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712584,NaZrGaP2SO12,2.017622246256775,0.1435236769765018,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712596,Na2Zr3ZnSi2(SO6)4,1.9416251907869784,0.4158010933902199,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712610,Na2Zr3ZnP4(SO12)2,1.9165047657241032,0.4454988169185322,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712624,Na2Zr2Si(PO6)2,1.87861914286646,0.5670173996560581,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2712634,NaZrScP2SO12,1.9925792289575104,0.2655815138065407,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712638,Na6Mg3ZrP4(SO12)2,1.8064366557616984,0.7191818511564534,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712654,Na6Ca3ZrP4(SO12)2,1.8669143129340915,0.6320943101805806,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712665,Na3ZrZn3PS5O24,1.9075283418594016,0.4657128277434986,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712703,Na2CaZr3P4(SO12)2,1.9032724519133863,0.506975483093015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712839,Zr2In2SiS5O24,1.9551629375159767,0.3587156317788674,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712853,ZrScP(SO6)2,1.976034855779942,0.3080217823511591,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2712857,CaZr3SiS5O24,1.962295105839156,0.375848572045432,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712895,Zr2Ga2SiS5O24,1.950376414702332,0.3271579535153647,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712896,YZrP(SO6)2,1.9701172682697632,0.3758602798932843,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2712916,Na3Zr4SiP5O24,1.907472324855012,0.4846042976885211,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712940,Zr2Sc2SiS5O24,1.962617892598,0.3405466929404513,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712960,ZrAlP(SO6)2,1.964247188310861,0.2605962213809117,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2712978,CaZr3P2(SO6)4,1.9507997609965064,0.3882497133245127,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2712992,Y2Zr2SiS5O24,1.96242187836599,0.3908408641889803,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712995,Zr3ZnSiS5O24,1.951661267224104,0.3699781298541981,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2712998,Na3Zr2SiSn2P5O24,1.8787269699174984,0.5341599845491105,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713005,MgZr3P2(SO6)4,1.9414381248108887,0.384523356268614,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713025,Na7Zr3Nb(SiO4)6,1.674381505858506,1.0693328070391313,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713039,Zr3ZnP2(SO6)4,1.948806572503524,0.3712273772001143,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713060,Na3Zr2Ti2SiP5O24,1.899497482111853,0.4901327515270554,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713063,Na3Hf2Zr2SiP5O24,1.8688129621059784,0.5837506113206394,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713079,ZrInP(SO6)2,1.9735423534126808,0.3309873728691018,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2713081,LaZrP(SO6)2,1.983911073359246,0.352957399907836,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2713085,MgZr3SiS5O24,1.951085708798132,0.3665812775360499,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713096,Zr2Al2SiS5O24,1.9445191207028767,0.3405491950918358,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713098,Na3Zr2Nb2Si3(PO8)3,1.892644276445052,0.5341072226700714,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2713106,La2Zr2SiS5O24,1.9671892197451188,0.3981986558374673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713138,ZrTiP2SO12,1.971764389925232,0.2767868347026983,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713140,ZrSnP2SO12,1.957331917243052,0.3227875783330453,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713150,Zr2Si(SO6)2,1.972307887548295,0.3358097210079586,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2713182,Na2Hf2Zr2Si3(SO8)3,1.936721235107496,0.4286630664640166,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-27132,Zr2P2O9,1.928040575066096,0.4207660104072121,[7.0],4.0,4.0,4.0,Pentagonal bipyramid,4f,1,7.0,Zr,0.0,True
mp-2713208,HfZrSi(SO6)2,1.9566580361442285,0.3590157839198454,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713214,ZrTiSi(SO6)2,1.965802214473173,0.3197139185840051,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713217,NaZrTi(PO4)3,1.961814446628412,0.2982655007116624,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713309,Na3ZrSi2SnPO12,1.8039488034614493,0.7392187891837654,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713317,Na2ZrSc(PO4)3,1.8443952795465024,0.6394378678534222,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713324,Na2YZr(PO4)3,1.8465787294085143,0.7125649842340557,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713342,HfZrP2SO12,1.950695341349674,0.3572255783508203,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713350,Na4Mg3ZrP2(SO6)4,1.953416550676028,0.360536711359685,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713383,NaZrGe(PO4)3,1.9379636776976743,0.3253460583739616,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713397,Na2Zr2Ti2Si3(SO8)3,1.9447115243372155,0.3828252403469831,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713401,NaHfZr(PO4)3,1.9862417261709395,0.2586955857343934,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713427,Na2Zr4Si3(SO8)3,1.9391064707646424,0.4238978408215806,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713446,Na5ZrSc3(PO4)6,1.884451465048818,0.5310631548571438,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713450,ZrSiSn(SO6)2,1.9585572345545887,0.3374545424175584,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713465,Na5ZrAl3(PO4)6,1.858979435933786,0.5227260417270523,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713497,ZrGeP2SO12,1.965454237486836,0.2884062337363653,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713512,NaZrSn(PO4)3,2.005363760290698,0.1936343263737795,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713520,Na5ZrNb3(SiO4)6,1.84848126369659,0.6078778499415958,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713521,Na10Ca3Zr5(PO4)12,1.853155973486644,0.6700224847372804,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713522,Zr2P2SO12,1.9656223440278748,0.3205310512585168,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713527,Na5ZrTa3(SiO4)6,1.83518483698952,0.6360051547504568,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713548,Na3Zr2Si2PO12,1.838912189928124,0.7025291298769379,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2713552,Na4Zr3Zn(PO4)6,1.8710002557562189,0.5654479461437075,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713571,Na3Ca3ZrPS5O24,1.9062783407045227,0.5623494010296414,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713573,Na3Zr2Si2PO12,1.782538227198036,0.8315584227142487,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713585,Na3ZrTiSi2PO12,1.8299383851195952,0.6949079136953921,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713598,Na2ZrAl(PO4)3,1.8183916984238884,0.6180329593579865,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713601,Na3ZrSi2SnPO12,1.7985258199920704,0.7536887421827826,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713615,Na2ZrGa(PO4)3,1.8445010972251048,0.585563393779568,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713621,Na3ZrTiSi2PO12,1.8687686524685003,0.5811093730060386,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713627,Na3Mg3ZrPS5O24,1.877710081307097,0.5523027757235527,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713661,Na4CaZr3(PO4)6,1.880275899954602,0.5663350714137804,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713688,Na4MgZr3(PO4)6,1.8490150255758884,0.620793451235685,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713704,Na2ZrIn(PO4)3,1.872473593645927,0.5965836108596317,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2713727,Na3Mg2Zr2P3(SO8)3,1.8745217462579769,0.540025448257078,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713728,NaZr3Ta(PO4)6,2.02005213376938,0.1699564555742879,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713734,Zr2Ta2Si3(SO8)3,1.973571535988393,0.2586051026117407,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713801,NaZr3Nb(PO4)6,2.0392703254737023,0.1340625289012076,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b, 1c",1,6.0,Zr,0.0,True
mp-2713809,Na6Hf2Zr2Si5SO24,1.866467807360618,0.598617638498254,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713813,NaZr3NbSi3(SO8)3,1.9627110166920947,0.3517621914583729,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713849,Na6Zr4Si5SO24,1.8428733185873576,0.6752398719379199,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2713964,Na3Ca2Zr2P3(SO8)3,1.900526246894328,0.5092910993789894,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2713991,Na3Zr2Zn2P3(SO8)3,1.898659499316194,0.4829301971206168,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714012,Zr2Nb2Si3(SO8)3,1.979911711972674,0.2496058140513874,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714019,NaZr3TaSi3(SO8)3,1.9581280844589528,0.3629856391734035,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714029,NaCa2Zr2PS5O24,1.887632680965636,0.5797153532606499,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714060,NaMg2Zr2PS5O24,1.901526757476661,0.4797399816421832,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714067,Na5Zr4Si3(PO8)3,1.8905537923414968,0.5513676687766111,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714080,Na2Mg4Zr4SiS11O48,1.9277490336759189,0.4216748557042349,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714139,Na5Zr2Ti2Si3(PO8)3,1.897143448817286,0.5135411973185381,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714173,Na2Zr4Zn4SiS11O48,1.934770520891216,0.3998857164785313,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2714179,Na2Mg3Zr(SO4)6,1.7323358763904824,0.9003803010492628,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b",1,6.0,Zr,0.0,True
mp-2714192,Na14Mg5Zr3(PO4)12,1.6553005725022754,1.0853667784382055,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714194,Na14Ca5Zr3(PO4)12,1.9223378009719407,0.5072883120659906,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714218,Na5Hf2Zr2Si3(PO8)3,1.875483399440786,0.554222184634235,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714225,Na5Zr2Si3Sn2(PO8)3,1.8997240119873875,0.4940137082838224,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714267,Na14Zr3Zn5(PO4)12,1.6854409967847186,1.0249950653840858,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2714272,Na5Zr2Al2SiP5O24,1.83627407004344,0.6058025492573323,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714296,Na2Ca4Zr4SiS11O48,1.9287563191840449,0.4603525754937056,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714299,Na2Ca3Zr(SO4)6,1.5671162232084903,1.4039540614036856,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b",1,6.0,Zr,0.0,True
mp-2714303,Na2ZrZn3(SO4)6,1.7311611179526216,0.8934577899121429,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1b",1,6.0,Zr,0.0,True
mp-2714326,Na14Zr4Si11Sn4SO48,1.8282471775236029,0.6816745942490561,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2714342,Na14Hf4Zr4Si11SO48,1.8210795991482849,0.7146528348742669,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714350,NaMgZrP(SO6)2,1.927229853637921,0.4204422356625636,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2714386,Na14Zr8Si11SO48,1.7894407156631282,0.80861548253015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714389,Na7Zr2Si5Sn2PO24,1.7949878977953682,0.7543032805263952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714407,Na4MgZrSi(PO6)2,1.6992685446847748,1.0141723543592929,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2714431,Na14Zr4Ti4Si11SO48,1.8401070473139105,0.6456433954887778,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714434,Na7Zr4Si5PO24,1.806378354225158,0.7657588369138015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714489,Na2Ca2Zr2SiS5O24,1.925544021091128,0.5172401048183912,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714508,Na7Hf2Zr2Si5PO24,1.7849253001290457,0.7925808962537972,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True
mp-2714615,Na2Zr2Zn2SiS5O24,1.925472747999682,0.4438885678329073,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714616,Na7Zr2Ti2Si5PO24,1.820169737258336,0.7032367331788273,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714697,Na7CaZr3Si3(PO8)3,1.8154211800561124,0.736513544856129,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714712,Na5Mg3ZrP3(SO8)3,1.822027166655858,0.6814965441832352,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714743,Na7Y2Zr2Si3(PO8)3,1.8012946032604435,0.8005871038954471,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714744,Na2Zr3Zn5(SO4)12,1.9030261765008976,0.4665435770619353,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714763,Na3YZr3(PO4)6,1.9373501886980449,0.4219733959331676,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714771,Na7MgZr3Si3(PO8)3,1.730035192731344,0.9271528771855236,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714775,Na2Ca5Zr3(SO4)12,1.8084744475186032,0.7882937244442012,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714798,Na6CaZr7(PO4)12,1.9220479805250927,0.4387380946590284,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714823,Na6Zr7Zn(PO4)12,1.9049862102875608,0.4742300137048664,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714873,Na6MgZr7(PO4)12,1.9048791754813064,0.4683082492273945,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714886,Na2Mg5Zr3(SO4)12,1.8999893683543327,0.4736215806890703,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714895,Na3Zr3Sc(PO4)6,1.94400655862783,0.4313078056031648,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714899,Na7Zr2Sc2Si3(PO8)3,1.7751448411863675,0.8069974903926838,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714936,Na8ZrZn3(PO4)6,1.5516571482846004,1.341518455096108,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1c",1,6.0,Zr,0.0,True
mp-2714954,Na7Zr3ZnSi3(PO8)3,1.741565374382174,0.8966466437134585,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2714994,Na7Zr2Al2Si3(PO8)3,1.7896182581450002,0.7665471360642986,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715012,Na6Mg7Zr(SO4)12,1.798712276543898,0.7242628202461867,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715028,Na7Zr2Ga2Si3(PO8)3,1.801239868667022,0.7260796771076892,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715029,Na5Mg2Zr2P5SO24,1.8146829735409,0.7200473480779586,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715046,Na8Ca3Zr(PO4)6,1.9501213374102992,0.4125624386017798,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1c",1,6.0,Zr,0.0,True
mp-2715092,Na8Mg3Zr(PO4)6,1.5535595123436845,1.3373348811848689,[6.0],4.0,4.0,4.0,Octahedron,"1a, 1c",1,6.0,Zr,0.0,True
mp-2715120,Na6Ca7Zr(SO4)12,1.8328871400347573,0.684468770246684,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715121,Na7Zr2In2Si3(PO8)3,1.8280631927828768,0.6763244894520921,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715138,Na5Ca2Zr2P5SO24,1.840919085793812,0.7003984792450468,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715147,Na6ZrZn7(SO4)12,1.8006290107233247,0.7150652824591907,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715193,Na2ZrTaSi2PO12,1.908619165672052,0.4276134844927963,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True
mp-2715227,Na3ZrInSi(PO6)2,1.841965071005712,0.6695945732375735,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715235,Na6MgZr3Si2(PO6)4,1.8189457213583584,0.7153660825347161,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715246,Na6CaZr3Si2(PO6)4,1.825535035611893,0.7175559725914468,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715256,Na3ZrZn(PO4)3,1.7310806114321728,0.9287779473345678,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715268,Na3ZrTa(SiO4)3,1.7226984988224436,0.9230849604470176,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715270,Na3ZrInSi(PO6)2,1.8659816911254268,0.624633832518068,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2715277,Na6Zr3ZnSi2(PO6)4,1.8486682320774968,0.639800923726459,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715300,Na3HfZrSi2PO12,1.769685454769822,0.8453433710358157,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715323,Na6CaZr3Si2(PO6)4,1.8552689490973608,0.6442796873635904,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True
mp-2715328,Na3CaZr(PO4)3,1.761579103699885,0.9378533657763466,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2715334,Na3ZrZn(PO4)3,1.7927798020064962,0.7876762737312435,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2715349,Na3ZrNb(SiO4)3,1.7284175058328906,0.9105134564283396,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2715355,Na3ZrScSi(PO6)2,1.807056506476917,0.7365824771858648,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715387,Na3YZrSi(PO6)2,1.812712939694417,0.7949323065460343,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715410,Na3ZrNb(SiO4)3,1.7558796099982945,0.8429311297980622,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715417,Na3YZrSi(PO6)2,1.8602765270351256,0.6746793241805958,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
mp-2715424,Na6Zr3ZnSi2(PO6)4,1.8331740834885049,0.6853505809979801,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True
mp-2715444,Na3MgZr(PO4)3,1.7444676376696164,0.9050673638481956,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Zr,0.0,True
