material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1019529,Ba8Al10B12O41,1.6324449050152814,0.4733295339579935,"[4.0, 5.0]",3.0,3.0,3.0,"Trigonal bipyramid, Tetrahedron",2i,2,5.0,Al,0.0,True,13.0,5.0,1.801343667815517,1.999650169245947,1.8757377941553206,0.07830580756642912,0.19830650143042994,80.93320456244109,27.102501580936927,42.909823155012084,130.6982261439136,5.0,1.0,2,"Trigonal bipyramid, Tetrahedron"
mp-1019531,BaAl2Si3(NO)4,1.6351518524022552,0.4019927941552959,"[1.0, 4.0]",3.0,3.0,3.0,Tetrahedron,2a,1,1.0,Al,0.0,True,4.0,1.0,1.7387651761293519,1.7387651761293519,1.7387651761293519,0.0,0.0,,,,,1.0,1.0,1,Tetrahedron
mp-1019531,BaAl2Si3(NO)4,1.6351518524022552,0.4019927941552959,"[1.0, 4.0]",3.0,3.0,3.0,Tetrahedron,2a,1,1.0,Al,0.0,True,5.0,1.0,1.7387651761293526,1.7387651761293526,1.7387651761293526,0.0,0.0,,,,,1.0,1.0,2,Tetrahedron
mp-1019531,BaAl2Si3(NO)4,1.6351518524022552,0.4019927941552959,"[1.0, 4.0]",3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,2.0,4.0,1.722105094207994,1.7883589871198577,1.7633719697983226,0.027511232746874368,0.06625389291186368,109.42457109542472,3.3221824839674468,106.5173049588821,116.36309341058038,4.0,1.0,1,Tetrahedron
mp-1019531,BaAl2Si3(NO)4,1.6351518524022552,0.4019927941552959,"[1.0, 4.0]",3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,3.0,4.0,1.7221050942079932,1.788358987119858,1.7633719697983223,0.027511232746874753,0.06625389291186479,109.42457109542471,3.322182483967459,106.51730495888206,116.36309341058038,4.0,1.0,2,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,4.0,4.0,1.7465344336466146,1.794804149892448,1.7687816119860085,0.021598085416944603,0.04826971624583343,109.31522135758944,7.884094870630756,103.70972343299026,126.59272958343274,4.0,1.0,1,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,5.0,4.0,1.7465344336466135,1.7948041498924487,1.7687816119860085,0.021598085416944735,0.048269716245835204,56.0270561473067,32.5688284052141,12.144711879793642,105.58372089690526,4.0,1.0,2,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,6.0,4.0,1.7465344336466135,1.7948041498924487,1.768781611986008,0.021598085416945353,0.048269716245835204,54.84902874552446,31.4687862746029,11.383704141215382,105.58372089690526,4.0,1.0,3,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,7.0,4.0,1.746534433646614,1.794804149892448,1.7687816119860078,0.0215980854169453,0.04826971624583409,92.72268122737643,25.426787742598773,57.2056424938005,126.59272958343273,4.0,1.0,4,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,8.0,4.0,1.746534433646614,1.7948041498924487,1.768781611986008,0.021598085416945387,0.04826971624583476,92.72268122737643,25.42678774259878,57.2056424938005,126.59272958343274,4.0,1.0,5,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,9.0,4.0,1.746534433646614,1.7948041498924483,1.7687816119860078,0.02159808541694575,0.048269716245834315,54.849028745524414,31.46878627460289,11.383704141215317,105.5837208969052,4.0,1.0,6,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,10.0,4.0,1.7465344336466126,1.7948041498924487,1.7687816119860078,0.02159808541694558,0.04826971624583609,56.0270561473067,32.56882840521409,12.144711879793642,105.58372089690528,4.0,1.0,7,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,11.0,4.0,1.7465344336466142,1.7948041498924485,1.7687816119860078,0.021598085416945197,0.048269716245834315,109.31522135758946,7.884094870630745,103.70972343299027,126.59272958343273,4.0,1.0,8,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,12.0,4.0,1.7520738462434708,1.8231980934450123,1.7760875675244048,0.028436757187124486,0.07112424720154142,86.56199396953467,21.381502846959936,50.91619329109304,106.79010636977235,4.0,1.0,9,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,13.0,4.0,1.7520738462434706,1.823198093445013,1.7760875675244052,0.02843675718712472,0.07112424720154231,86.56199396953467,21.38150284695993,50.91619329109305,106.79010636977235,4.0,1.0,10,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,14.0,4.0,1.7520738462434717,1.823198093445012,1.776087567524405,0.028436757187124292,0.07112424720154031,91.70149123618229,20.785978937437772,59.02284783095236,116.26628176938719,4.0,1.0,11,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,15.0,4.0,1.7520738462434717,1.8231980934450125,1.776087567524405,0.028436757187124424,0.07112424720154076,91.70149123618228,20.785978937437775,59.022847830952344,116.26628176938722,4.0,1.0,12,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,16.0,4.0,1.7520738462434717,1.8231980934450125,1.776087567524404,0.0284367571871248,0.07112424720154076,91.70149123618228,20.785978937437765,59.022847830952344,116.26628176938713,4.0,1.0,13,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,17.0,4.0,1.7520738462434717,1.8231980934450105,1.7760875675244046,0.02843675718712312,0.07112424720153876,91.70149123618226,20.785978937437765,59.02284783095233,116.26628176938712,4.0,1.0,14,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,18.0,4.0,1.7520738462434717,1.8231980934450112,1.7760875675244052,0.028436757187123605,0.07112424720153943,86.5619939695347,21.381502846959936,50.91619329109306,106.79010636977237,4.0,1.0,15,Tetrahedron
mp-1019532,BaAl4O7,1.7037062099893632,0.2410971154686159,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,19.0,4.0,1.7520738462434717,1.8231980934450125,1.7760875675244046,0.028436757187124725,0.07112424720154076,86.5619939695347,21.381502846959936,50.916193291093066,106.79010636977237,4.0,1.0,16,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,4.0,4.0,1.7417706925930905,1.8155799503017453,1.7687307666707923,0.02797898639280965,0.07380925770865487,109.43191018609905,3.622271468296729,105.7601995509599,116.30306271525379,4.0,1.0,1,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,5.0,4.0,1.7417706925930905,1.8155799503017445,1.7687307666707919,0.027978986392809328,0.07380925770865399,89.32304654558827,19.603389743955972,67.79770091573346,111.75712701337994,4.0,1.0,2,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,6.0,4.0,1.7417706925930916,1.815579950301746,1.768730766670792,0.02797898639280994,0.07380925770865443,75.96104018497901,26.877353471925357,31.876185869781295,108.2032389976975,4.0,1.0,3,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,7.0,4.0,1.7417706925930916,1.8155799503017458,1.7687307666707923,0.027978986392809765,0.07380925770865421,65.95757803842447,19.008011508582825,31.87618586978128,84.73463440751857,4.0,1.0,4,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,8.0,4.0,1.7417706925930911,1.8155799503017442,1.7687307666707923,0.02797898639280903,0.0738092577086531,75.96104018497901,26.877353471925346,31.87618586978132,108.2032389976975,4.0,1.0,5,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,9.0,4.0,1.7417706925930914,1.8155799503017442,1.768730766670792,0.027978986392809022,0.07380925770865288,65.95757803842447,19.008011508582808,31.87618586978132,84.73463440751854,4.0,1.0,6,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,10.0,4.0,1.7417706925930911,1.815579950301745,1.7687307666707919,0.02797898639280941,0.07380925770865376,109.43191018609905,3.6222714682967156,105.76019955095987,116.30306271525373,4.0,1.0,7,Tetrahedron
mp-1019534,BaAl4O7,1.6730055616847097,0.3673090947199986,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,Al,0.0,True,11.0,4.0,1.7417706925930914,1.815579950301746,1.7687307666707928,0.027978986392809775,0.07380925770865465,89.32304654558827,19.603389743955972,67.79770091573349,111.75712701337997,4.0,1.0,8,Tetrahedron
mp-1019535,BaAl2(SiO4)2,1.679202226509678,0.2853749219587359,[4.0],3.0,3.0,3.0,Tetrahedron,2d,1,4.0,Al,0.0,True,1.0,4.0,1.7173071627169993,1.7776102131032765,1.7625329983673745,0.026111148447316282,0.060303050386277146,66.6588083852668,38.54909187908213,13.984409949681268,113.03933076594335,4.0,1.0,1,Tetrahedron
mp-1019535,BaAl2(SiO4)2,1.679202226509678,0.2853749219587359,[4.0],3.0,3.0,3.0,Tetrahedron,2d,1,4.0,Al,0.0,True,2.0,4.0,1.7173071627170007,1.7776102131032756,1.7625329983673743,0.026111148447315383,0.060303050386274926,66.65880838526681,38.54909187908211,13.984409949681295,113.03933076594333,4.0,1.0,2,Tetrahedron
mp-1019537,BaAlSi4N5O3,1.7377635951424844,0.1473723512490421,[3.0],3.0,3.0,3.0,Tetrahedron,2a,1,3.0,Al,0.0,True,2.0,3.0,1.76437693071221,1.8050376315952024,1.791484064634205,0.01916763821477443,0.04066070088299245,106.16379167133478,2.849371180712193,102.13417230333656,108.1786013553339,3.0,1.0,1,Tetrahedron
mp-1019537,BaAlSi4N5O3,1.7377635951424844,0.1473723512490421,[3.0],3.0,3.0,3.0,Tetrahedron,2a,1,3.0,Al,0.0,True,3.0,3.0,1.764376930712208,1.8050376315952028,1.7914840646342043,0.01916763821477553,0.040660700882994893,106.16379167133478,2.8493711807122,102.13417230333656,108.17860135533391,3.0,1.0,2,Tetrahedron
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Tetrahedron"
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,5.0,6.0,1.7364835323745407,3.1794853555864053,2.207877217205727,0.6260464345921594,1.4430018232118647,101.25766196452122,31.22732103368265,58.78607654579984,165.37793697839368,6.0,1.0,1,"Octahedron, Tetrahedron"
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,8.0,6.0,1.900201259074389,2.0535665925530457,1.9601724998799384,0.05442403242670916,0.15336533347865666,54.5122230502511,24.390677688153136,16.857259262957225,95.59849876161405,6.0,1.0,2,"Octahedron, Tetrahedron"
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,9.0,6.0,1.8315157970194602,2.166211718576235,1.9751028964770923,0.1165817696209486,0.33469592155677486,97.14147870020787,34.94611897741472,40.58130238993846,168.3456694683041,6.0,1.0,3,"Octahedron, Tetrahedron"
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,10.0,6.0,1.8330006889714965,2.1981638464619593,1.975166647846116,0.12330985335802623,0.3651631574904628,61.37897329171523,24.44243355117221,18.154812924964318,99.34009524517428,6.0,1.0,4,"Octahedron, Tetrahedron"
mp-1019568,CaAl2SiO6,1.6409734315228508,0.4544917698597497,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,11.0,6.0,1.8338517051357814,2.040882016557207,1.9632804459432072,0.06315359116484491,0.20703031142142558,97.71546095233836,34.226298313652165,49.44803162384363,166.14423311914064,6.0,1.0,5,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,5.0,6.0,1.734861643731424,3.169067348878463,2.2005876221909566,0.6198054420751357,1.4342057051470392,62.673217973728676,37.290695206070595,16.702028035431685,132.3729224483875,6.0,1.0,1,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,8.0,6.0,1.8248120340719665,2.099130484226277,1.965482011480286,0.08355450467968359,0.27431845015431056,54.919017481110174,24.739767972443598,16.66785285755649,96.25681450261823,6.0,1.0,2,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,9.0,6.0,1.8236566507026404,2.190402512930888,1.973739681676258,0.11081190956560101,0.3667458622282478,96.60635982538557,34.52132604791204,44.1613312825979,167.75709997784583,6.0,1.0,3,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,10.0,6.0,1.85076094244858,2.1330307437404046,1.9676899463370576,0.09589852642064257,0.28226980129182455,60.86107351072376,24.34983069106947,17.83761009441236,98.36287952018888,6.0,1.0,4,"Octahedron, Tetrahedron"
mp-1019572,CaAl2SiO6,1.6376042811099183,0.460925359338467,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,11.0,6.0,1.841535734123497,2.17022057820242,1.9694950328883876,0.09917295075809211,0.3286848440789232,96.65222203727221,34.2631724035422,45.88634503966321,167.17087201577547,6.0,1.0,5,"Octahedron, Tetrahedron"
mp-1019573,CaAl2SiO6,1.6367697936382757,0.4611905410271283,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Tetrahedron"
mp-1019573,CaAl2SiO6,1.6367697936382757,0.4611905410271283,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,8.0,6.0,1.8391440684127027,2.0361596038253174,1.9616219455853219,0.06196148406963584,0.19701553541261463,53.861057696398525,24.49654153746808,17.11828939755181,94.2507186566629,6.0,1.0,1,"Octahedron, Tetrahedron"
mp-1019573,CaAl2SiO6,1.6367697936382757,0.4611905410271283,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,9.0,6.0,1.8322673379958867,2.2412560594063144,1.9772629434172118,0.13380588598807014,0.40898872141042775,97.81806089230956,34.241500501751375,45.239523587882886,167.43031101706507,6.0,1.0,2,"Octahedron, Tetrahedron"
mp-1019573,CaAl2SiO6,1.6367697936382757,0.4611905410271283,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,10.0,6.0,1.8379187953310934,2.1347165659092595,1.9720688010333927,0.1116797639558879,0.29679777057816614,54.69823888443211,24.384432364089953,17.052629444359535,97.45670950695362,6.0,1.0,3,"Octahedron, Tetrahedron"
mp-1019573,CaAl2SiO6,1.6367697936382757,0.4611905410271283,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True,11.0,6.0,1.9082309848090735,2.114003141976598,1.9631038700918255,0.07029245232303033,0.2057721571675244,97.87052156001519,34.338427089170914,44.87114545287981,167.62965608839718,6.0,1.0,4,"Octahedron, Tetrahedron"
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,16.0,4.0,1.749154752267017,1.75337228303599,1.7512635176515035,0.002108765384486011,0.00421753076897291,109.73496357206734,8.87051353880089,101.85572301394174,123.05693283695666,4.0,1.0,1,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,17.0,4.0,1.7491547522670174,1.7533722830359895,1.7512635176515037,0.0021087653844859,0.004217530768972022,109.73496357206734,8.870513538800887,101.85572301394174,123.05693283695662,4.0,1.0,2,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,18.0,4.0,1.751142765758456,1.7696512191713798,1.7603969924649179,0.009254226706461366,0.018508453412923842,58.5624683025855,31.634540990296312,12.751250849935179,110.40382960404744,4.0,1.0,3,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,19.0,4.0,1.7511427657584562,1.7696512191713796,1.7603969924649179,0.009254226706461588,0.018508453412923398,58.56246830258551,31.63454099029632,12.751250849935179,110.40382960404749,4.0,1.0,4,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,20.0,4.0,1.780479818462564,1.7834442930810774,1.7819620557718205,0.0014822373092566732,0.0029644746185133464,52.90562591866033,17.96627496442738,38.754344483117535,81.08570789674816,4.0,1.0,5,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,21.0,4.0,1.7804798184625639,1.7834442930810763,1.78196205577182,0.001482237309256007,0.002964474618512458,53.07430970324477,17.975510591233153,38.50110065188988,80.95117687675905,4.0,1.0,6,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,22.0,4.0,1.7690006901324868,1.7823406334164873,1.775670661774487,0.0066699716419996715,0.013339943284000455,58.94062171231966,32.139213234847574,13.061995289248198,111.65436699163422,4.0,1.0,7,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,23.0,4.0,1.769000690132488,1.7823406334164873,1.7756706617744875,0.006669971641999395,0.013339943283999345,58.940621712319675,32.139213234847574,13.061995289248198,111.65436699163422,4.0,1.0,8,Tetrahedron
mp-1019575,Ca4Al6SO16,1.7514281972380972,0.0527652243660946,[4.0],3.0,3.0,3.0,Tetrahedron,"2c, 2d, 4e, 2b, 2a",1,4.0,Al,0.0,True,24.0,4.0,1.7529962189977255,1.771611863513307,1.7636104793537826,0.006946166320283333,0.018615644515581398,109.53004617230255,5.739400199936453,100.8580720343331,116.89753871350923,4.0,1.0,9,Tetrahedron
