material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ta_wyckoff,num_Ta_chemenvs,CN,element,charge_range,is_single_charge
mp-14377,KTaGeO5,1.91844134538758,0.4580019029119228,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-14485,LaTa7O19,1.922849785508476,0.5153346687551403,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2e, 12l",2,6.0,Ta,0.0,True
mp-14485,LaTa7O19,1.922849785508476,0.5153346687551403,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2e, 12l",2,7.0,Ta,0.0,True
mp-14532,NaTa3O8,1.9858898059161032,0.3347125563557666,"[7.0, 8.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized","4j, 2b",2,7.0,Ta,0.0,True
mp-14532,NaTa3O8,1.9858898059161032,0.3347125563557666,"[7.0, 8.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized","4j, 2b",2,8.0,Ta,0.0,True
mp-14676,NdTa7O19,1.924655587684097,0.5019507563773369,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2e, 12l",2,6.0,Ta,0.0,True
mp-14676,NdTa7O19,1.924655587684097,0.5019507563773369,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2e, 12l",2,7.0,Ta,0.0,True
mp-14880,La2Ta3(SO4)2,1.925954025856612,0.4900502897834502,"[2.0, 6.0]",4.5,4.0,5.0,Octahedron,"8h, 4e",1,2.0,Ta,1.0,False
mp-14880,La2Ta3(SO4)2,1.925954025856612,0.4900502897834502,"[2.0, 6.0]",4.5,4.0,5.0,Octahedron,"8h, 4e",1,6.0,Ta,1.0,False
mp-14964,Pr3TaO7,1.989265796436565,0.0190358618602318,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Ta,0.0,True
mp-15021,Ba3Ta5O15,2.005889051332021,-0.0396724959446985,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"8j, 2c",1,6.0,Ta,1.0,False
mp-15021,Ba3Ta5O15,2.005889051332021,-0.0396724959446985,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"8j, 2c",1,6.0,Ta,1.0,False
mp-1539317,Ta2O5,1.94894925929088,0.6317626128347571,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-15492,DyTa7O19,1.9454458611497067,0.4833640748984524,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2c, 12l",2,6.0,Ta,0.0,True
mp-15492,DyTa7O19,1.9454458611497067,0.4833640748984524,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2c, 12l",2,7.0,Ta,0.0,True
mp-15733,CaTaAlO5,1.9037701292021176,0.3843769996866074,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-15750,TaAgP4O13,1.839170336140151,0.653130870018774,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-15844,TaPO5,2.22356946676729,-0.77812395945948,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Ta,0.0,True
mp-15901,Li2LaTa2O7,1.8977275634004829,0.660626448588341,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-15902,Li2Ca2Ta3O10,1.946668382024072,0.2094498588928295,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1a, 2e",1,6.0,Ta,1.0,False
mp-15902,Li2Ca2Ta3O10,1.946668382024072,0.2094498588928295,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1a, 2e",1,6.0,Ta,1.0,False
mp-16002,U2Ta6O19,1.9532995643897564,0.2670542118839228,[6.0],5.0,5.0,5.0,Pentagonal bipyramid,12k,1,6.0,Ta,0.0,True
mp-16605,Sr2TmTaO6,2.0108949341507345,0.0238167945557196,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Ta,0.0,True
mp-1662022,Ta2Zn2CrO8,1.9438410034247493,0.4043750814559613,[6.0],5.0,5.0,5.0,Octahedron,4i,1,6.0,Ta,0.0,True
mp-1663786,Mg2Ta2CrO8,1.9308102580272752,0.5355096712732708,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-16792,Ba4LiTa3O12,1.7827076022176285,1.3505908818999988,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2a",1,6.0,Ta,0.0,True
mp-16855,K3Ta3Si2O13,1.8265326920085023,0.945381180101764,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-17103,Sr3Ta6(Si2O13)2,1.9247728299881155,0.3453167577677527,[6.0],5.0,5.0,5.0,Octahedron,6i,1,6.0,Ta,0.0,True
mp-17481,Mg4Ta2O9,1.811655877210566,1.0712385752123366,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Ta,0.0,True
mp-17715,SrTa2O6,1.7424612452062846,1.6256233094257098,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Ta,0.0,True
mp-17722,PrTaO4,1.611153126189776,2.252022418819272,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-17857,Ta9VO25,1.923809168447303,0.4528158089487409,[6.0],5.0,5.0,5.0,Octahedron,"4g, 1d",1,6.0,Ta,0.0,True
mp-17993,Ta2Mn4O9,1.8123671969902,1.105705573081537,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Ta,0.0,True
mp-18137,TaVO5,1.90531791943888,0.3214247437467721,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Ta,0.0,True
mp-18229,CaTa2O6,1.7307913470965333,1.6688980939396043,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Ta,0.0,True
mp-18369,Ta2MnZn2O8,1.96558459481628,0.351474389415129,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-18433,NdTaO4,1.6222680540444103,2.1970638331539822,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-20087,Sr2SmTa(CuO4)2,1.9993178922048616,-0.1378418028762372,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-20092,EuTa2O6,1.904063485361652,0.5114072571731684,[6.0],5.0,5.0,5.0,Octahedron,2h,1,6.0,Ta,0.0,True
mp-2014940,Ta2SnO6,1.941234966422804,0.4952493727577815,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-21542,K2CeTa5O15,1.8707010268573463,0.6969733872566963,[6.0],5.0,5.0,5.0,Octahedron,"8j, 2c",1,6.0,Ta,0.0,True
mp-2205489,Sr4Ta2O9,1.8232071852276377,1.056687362498088,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True
mp-22074,CeTaO4,1.6299067710345896,2.185407223927572,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-23089,SrTa2Bi2O9,1.871504502293129,0.8060647868772485,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Ta,0.0,True
mp-23602,TaBi4ClO8,1.9370177621061304,0.620793890209651,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Ta,0.0,True
mp-23611,BaTa2Bi2O9,1.865554987607269,1.027298570356549,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-2647039,KLaTaAlO6,1.894885765996674,0.5775784049227306,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712536,Na2TaAl3P4(SO12)2,1.9040634296618089,0.3353122849324328,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712562,Na6Mg2Ta4Si3(PO6)6,1.8577330595619248,0.7492881496861312,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2712581,Na9Ca5TaP6(SO12)3,2.0393288659505897,-0.2727279157623451,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2712598,Na2Y3TaP4(SO12)2,1.9157883938753304,0.4841526205264508,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712599,Na2TaAlSi(PO6)2,1.859083064466684,0.6664117096576123,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2712640,NaMgTaP2SO12,1.9297915506212475,0.3750808296463398,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2712649,Na2TaIn3P4(SO12)2,1.9165928312251403,0.4331432624595376,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712671,Na2TaGa3P4(SO12)2,1.919609356793557,0.297430913609164,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712736,Na9Mg5TaP6(SO12)3,2.085630017278253,-0.547198412396025,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2712738,Na2Sc3TaP4(SO12)2,1.917575177338835,0.3881976771732353,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712822,Na14Ta5Ga3(SiO4)12,1.751617719538017,1.3094935848009268,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712824,Na7Zr3Ta(SiO4)6,1.8439174989953824,0.8717323545444359,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8917662131256787,0.516013556037566,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712841,TaIn3P2(SO6)4,1.89711083412222,0.483262879264933,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712842,Na3Ta3AlSi3(PO8)3,1.8860473553373625,0.5345235164675435,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712858,TaGa3SiS5O24,1.9037215536870504,0.3883466051880264,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712863,Na3Ta3GaSi3(PO8)3,1.889380070873672,0.5265987106417269,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712875,Na7MgTa3(SiO4)6,1.7594643359837092,1.290097673091795,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2712878,Na7TaTi3(SiO4)6,1.7293463414556232,1.4211119927729778,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2712891,Na7CaTa3(SiO4)6,1.8604331970581875,0.7714608233835696,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2712898,Na14Ta5In3(SiO4)12,1.760551582881338,1.3181222294185904,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712903,Sc3TaP2(SO6)4,1.907854655360031,0.4491689612650962,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712904,Na7Ta3Zn(SiO4)6,1.7630169634726287,1.2802438850672848,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2712913,La3TaP2(SO6)4,1.916749448259872,0.4761718158916123,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2712919,Na3Ta2Al2SiP5O24,1.8678386246315093,0.5936546520542783,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712926,MgTaP(SO6)2,1.9151683811508329,0.4558366620041766,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2712931,TaGa3P2(SO6)4,1.892142060995476,0.4547082559063257,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2712937,Na3Ta2Ga2SiP5O24,1.873660389058124,0.6360080994434134,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712945,Na3ScTa3Si3(PO8)3,1.8946267006577304,0.5328823684673916,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712954,Na3Ta2Si3Sn2(PO8)3,1.884770941527202,0.5375620117052977,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712967,Na3YTa3Si3(PO8)3,1.9005343628024072,0.5290562935361305,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712969,Na3Hf2Ta2Si3(PO8)3,1.8851440219338844,0.5699276052339319,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712973,Y3TaP2(SO6)4,1.90696506508172,0.5643086133781441,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712974,Na14Ta5Al3(SiO4)12,1.7362245289858365,1.374844201597106,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2712993,Na9Ta10Zn2Si9(PO8)9,1.892792755633968,0.5231389477381185,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713016,Na3Ta3InSi3(PO8)3,1.8940518066343508,0.5312749753146006,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713027,Na14Y3Ta5(SiO4)12,1.854393223174616,0.8523054529839825,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713041,Sc3TaSiS5O24,1.92436440141494,0.4257211488274922,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713050,TaZnP(SO6)2,1.923423381674692,0.439895768988343,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2713051,Ta2Zn2SiS5O24,1.9270760233559483,0.3785210780219112,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713052,Na7TaSi6(SnO8)3,1.7735881382357843,1.2282585975421898,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713056,Na14Sc3Ta5(SiO4)12,1.7539306625430011,1.359868260404163,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713058,Na3Sc2Ta2SiP5O24,1.8829939995537173,0.6839326082613013,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713074,TaAl3SiS5O24,1.8944538135649376,0.401266736307346,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713075,Na9Ca2Ta10Si9(PO8)9,1.896705411040056,0.5211830793003709,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713077,Na7Hf3Ta(SiO4)6,1.7508511994622744,1.3847938742229355,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713089,Na3Ta2Ti2Si3(PO8)3,1.8915137076516408,0.4898949174151491,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713092,TaAl3P2(SO6)4,1.8814720252547752,0.4638036958727863,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713093,Na3Ta2In2SiP5O24,1.8860067115607035,0.6700503880829686,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713101,Na9Mg2Ta10Si9(PO8)9,1.894134324398788,0.5117806794781083,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713110,Na9Mg4Ta8Si3(P5O24)3,1.892489352427837,0.5283796855700977,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713144,Na6Mg5TaP3(SO6)6,1.8777723574925247,0.6078833400609829,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2713146,Na15Mg7Ta5(PO4)18,1.809123239671688,1.0424902273664731,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713165,NaTaIn(PO4)3,1.9600969775028965,0.2598688987670923,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713168,Na5Ta3Si6SnO24,1.8472334749316053,0.7903775407361788,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713178,Na10ScTa7(SiO4)12,1.8655822694265751,0.6975540794913037,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713186,YTaP2SO12,1.8968468821878213,0.6788562180327773,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713201,Na3Ta4Zn2(PO4)9,1.7885809262658796,1.1064418604721813,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713205,NaTaGa(PO4)3,1.9056293393554768,0.4063147270083284,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713206,Na10Ta7In(SiO4)12,1.8695226058080856,0.677199188521893,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713209,Na10TaAl7(PO4)12,1.8899412934765023,0.4582975776617607,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713211,NaTa2Si2PO12,1.9002222717613984,0.4663543495180603,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713225,Na9Mg2Ta4Si6(PO12)3,1.8479375227982948,0.804022506855123,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713229,Na9Mg10Ta2P3(S5O24)3,1.8893889073169208,0.5183265483119791,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713270,Na2MgTa(PO4)3,1.7689419591190791,1.2719754667116123,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713282,Na9Ta2Zn10P3(S5O24)3,1.907701370536208,0.4470847707561453,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713292,Na4Sc3Ta(PO4)6,1.9774134481010328,0.1018992420318002,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713301,Na18Ta4Zn20Si3(S11O48)3,1.8927639701205183,0.5426895310624731,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713331,Na3HfTa(GeO4)3,1.8625502183096183,0.7756270250054839,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2713335,Na10LaTa7(SiO4)12,1.8848359165648951,0.6053722986615215,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713340,NaYTa(PO4)3,1.8925396038439424,0.7178120111478625,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713379,NaTaNbSi2PO12,1.899254980661444,0.5020391362143106,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713381,Na15MgTa11(SiO4)18,1.8644807434883863,0.7034891942174444,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713385,Na2Ta4Si5SO24,1.8969178855200584,0.5036863733705407,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713392,Na5Ta3Si6GeO24,1.841128061854238,0.7985889168015381,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713394,Na15CaTa11(SiO4)18,1.86649060171842,0.6890808165219238,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713399,Ca2Ta4P6(SO12)3,1.8763338494630204,0.6628575484596038,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713408,Na5Ta3Ti(SiO4)6,1.8461001379703343,0.777417565575574,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713416,TaInP2SO12,1.90491109272999,0.5557711218722304,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713423,TaAlP2SO12,1.8958971379332528,0.4181754841601933,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713434,Ta4Zn2P6(SO12)3,1.88905208884052,0.5385769517654028,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713440,Na10Ta7Al(SiO4)12,1.8610334793161687,0.6999020137056495,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713458,Na10Ta7Ga(SiO4)12,1.8597109034214472,0.7041909333783158,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713463,Na2Ta2Nb2Si5SO24,1.8962692064488729,0.5058290885792103,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713481,ScTaP2SO12,1.9036400066490864,0.548312507804566,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713482,Ta4Zn2Si3(SO6)6,1.926096285098254,0.3676410584199989,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2713508,Na10YTa7(SiO4)12,1.868722171314368,0.6882923186263309,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713509,Na10TaGa7(PO4)12,1.8974700010606085,0.4440966247035631,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713510,Na10Y7Ta(PO4)12,1.9220796528005009,0.4362511031747861,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713519,Na5HfTa3(SiO4)6,1.8582621851330057,0.7439773904039417,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713526,TaGaP2SO12,1.9020501024020424,0.4335670079973817,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2713527,Na5ZrTa3(SiO4)6,1.8524037799687068,0.7665993947938183,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713530,Mg2Ta4P6(SO12)3,1.880160891081323,0.5767634022651638,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713534,Na15Ta11Zn(SiO4)18,1.8626398303835985,0.7074532385791628,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713579,Na3HfTa(GeO4)3,1.813956670598574,1.0422552218238266,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2713587,Na6Mg4Ta2P6(SO12)3,1.841366011452392,0.8426331551044257,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2713619,Na4TaIn3(PO4)6,2.0345240152120234,-0.2100736306362948,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713628,Na4TaAl3(PO4)6,1.961966497899348,0.0524827204453269,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713636,Na18Mg20Ta4Si3(S11O48)3,1.8876321833095149,0.5506595451088411,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713656,Na4TaGa3(PO4)6,1.9793456183264464,-0.0097525653526521,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713662,Na4Y3Ta(PO4)6,2.0120683422648526,-0.0527070530116347,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713726,NaTaGe3(PO4)6,1.943618416177072,0.1110912289554306,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2713728,NaZr3Ta(PO4)6,1.905821839626165,0.4146703277359734,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2713732,Na2Ta5In3(PO4)12,1.8980265806697023,0.4699239435792283,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713734,Zr2Ta2Si3(SO8)3,1.9321571364574563,0.4407228047816517,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713741,MgTa5(PO4)9,1.9206838129058248,0.3387391953186818,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713745,Na9Mg8Ta4P9(SO8)9,1.8600178435519448,0.7573202426673007,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713746,Ta3In(PO4)6,1.908944582689461,0.4169935041257694,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713747,NaMgTa3(PO4)6,1.8927005564387809,0.4905157091510415,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713757,Hf2Ta2Si3(SO8)3,1.9267468069468685,0.4404113819493201,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713766,Ta2Zn4(SO4)9,1.8686255129689928,0.662388154601355,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2713771,Ta10Zn2Si9(SO8)9,1.9160614748703475,0.3998892209999428,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713779,Ta3AlSi3(SO8)3,1.9203596324150336,0.3487081020566059,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713782,Ta2Ti2Si3(SO8)3,1.9255103455181208,0.3312089145892938,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713783,Ca2Ta10Si9(SO8)9,1.917357567845884,0.4120020676451667,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713784,Ta2Si3Ge2(SO8)3,1.9219182663430323,0.2925974453545384,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713797,Ta3InSi3(SO8)3,1.927529774492207,0.3759284423078571,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713800,Ta3Ga(PO4)6,1.9078014539849373,0.3783428620884073,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713808,Mg2Ta10Si9(SO8)9,1.9117114065567111,0.4071501588317919,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
