material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Se_wyckoff,num_Se_chemenvs,CN,element,charge_range,is_single_charge
mp-556303,CuBi2(SeO3)4,1.7875679962116025,0.1656443291553297,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556349,Rb2MoSeO6,1.8634009291095013,0.5330107286409047,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-556362,BiSeClO3,1.7940331307026358,0.2605256929052261,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-556369,CdHg2SeO6,1.7426855959611425,0.1550498544171685,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-556378,BiSeClO3,1.7642943412820078,0.1457746508199684,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True
mp-556414,CsTmSeCl2O3,1.8408147692475505,0.4621931209387676,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556429,Ag2Mo3SeO12,1.6910585109631266,-0.2058062090935279,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556551,GdSeClO3,1.844489991669504,0.3788931504343673,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-556570,Ag4Se(IO2)2,1.6188303208831307,-0.1823556350134265,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True
mp-556635,CuBi2(SeO3)4,1.8007365358173977,0.2845537120801631,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556779,BaMoSeO6,1.462862339004814,-0.9493005721515436,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556959,VZnSe2O7,1.877312718340073,0.4679551922830561,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-556960,Sr3Fe2(SeO3)6,2.012791079230967,0.9571698137503648,[3.0],4.0,4.0,4.0,Triangular non-coplanar,12f,1,3.0,Se,0.0,True
mp-556999,ErSeO3F,1.844881601061854,0.3477903995903574,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-557019,RbErSeCl2O3,1.8720041284989093,0.4900849885103184,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-557025,K2SeO4,1.6432137877827109,-0.0852799596453359,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True
mp-557097,VCuSe2O7,1.813342787163112,0.2471600470489789,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-557122,RbAu(SeO4)2,1.897553154173875,0.5101940638467719,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-557135,VAgSeO5,1.9433609948496449,0.7614332117528404,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4d,1,3.0,Se,0.0,True
mp-557136,Cu3Se2(ClO3)2,2.16292490773927,1.3920576400584304,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-557224,HgSeO3,1.452696689632552,-0.9255513074617776,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-557295,V(SeO3)2,1.8222514341228837,0.3320597908911117,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8d,1,3.0,Se,0.0,True
mp-557389,KMn5(SeO3)6,1.8643990912331303,0.4340523668772887,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True
mp-557457,TmSeO3F,1.8432643361964691,0.3431019127708913,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-557746,Zn2SeCl2O3,1.5808212443406024,-0.4961584810928522,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True
mp-557946,Cu3Se2(ClO3)2,1.7772853132205728,0.0551887846457513,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-557997,CaSeO3,1.8170167776184776,0.3758452482671107,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558021,K2MoSeO6,1.888135137701043,0.5887397399646164,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558202,Fe2Cu3(SeO3)6,1.8083595211879897,0.2108863548087616,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558257,DySeClO3,1.847757662813842,0.3918069111969641,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-558289,UAg2(SeO4)2,1.7687661116027225,0.0978156881831052,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558345,ZnFe2(SeO3)4,1.8463453698556829,0.3732886526975243,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True
mp-558486,Fe2Cu3(SeO3)6,1.8248448515462925,0.2797772145692936,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558516,TmSeClO3,1.852513285455745,0.4079751235250975,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-558538,HoSeO3F,1.8449370696655805,0.3486805963786775,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-558550,Ag4Mo2Se3O16,1.6793266192030665,-0.0639121210647451,"[3.0, 4.0]",5.33,5.33,5.33,"Tetrahedron, Triangular non-coplanar","8e, 4d",2,3.0,Se,0.0,True
mp-558550,Ag4Mo2Se3O16,1.6793266192030665,-0.0639121210647451,"[3.0, 4.0]",5.33,5.33,5.33,"Tetrahedron, Triangular non-coplanar","8e, 4d",2,4.0,Se,0.0,True
mp-558555,LiFe(SeO3)2,1.813630499933032,0.2712663462135301,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True
mp-558647,Cu9Se4(Cl3O7)2,1.696368847108819,-0.1852193565937332,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-558944,Tl2Cu3(SeO3)6,1.739261161955691,-0.0092667475883116,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-559053,NaY(SeO3)2,1.770529383346841,0.2111465891423368,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True
mp-559068,Na2Pd(SeO4)2,1.9890286225065552,0.7451801798365568,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-559160,NaSmSe2O7,1.6560539637851608,-0.0670840668560655,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,3.0,Se,0.0,True
mp-559160,NaSmSe2O7,1.6560539637851608,-0.0670840668560655,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True
mp-559545,SeO2,1.807987237024943,0.2536175202595581,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"2b, 2a",1,3.0,Se,0.0,True
mp-559568,K2Se2O5,1.9958580501368224,0.8463877461854908,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8c,1,3.0,Se,0.0,True
mp-559755,Sm2(SeO3)3,1.8344833940882173,0.4324332936863507,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-559818,SrMn(SeO3)2,1.8796945724206195,0.4909343897458379,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-559824,Au2Se3O10,1.703205580012732,0.0387666888019864,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar","4b, 2a",2,3.0,Se,0.0,True
mp-559824,Au2Se3O10,1.703205580012732,0.0387666888019864,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar","4b, 2a",2,4.0,Se,0.0,True
mp-559903,NaLa(SeO3)2,1.7711005313768566,0.2193842170441689,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-559961,Tl2SeO4,1.7304743073775477,0.1706243054250628,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True
mp-560149,SrFe2(SeO3)4,1.864596265736841,0.4414719850404345,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"4m, 4n",1,3.0,Se,0.0,True
mp-560263,Pr4Se3(O5F3)2,1.71522166985017,-0.0837745138162458,"[3.0, 4.0]",3.33,3.33,3.33,"Tetrahedron, Triangular non-coplanar","4f, 2e",2,3.0,Se,0.0,True
mp-560263,Pr4Se3(O5F3)2,1.71522166985017,-0.0837745138162458,"[3.0, 4.0]",3.33,3.33,3.33,"Tetrahedron, Triangular non-coplanar","4f, 2e",2,4.0,Se,0.0,True
mp-560404,InHSeO4,1.904029426920649,0.5705098576028543,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-560549,AuSeClO3,1.7487734993906705,-0.0096076555483119,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-560561,Cu2SeO4,1.46295899474611,-0.8898336943021924,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-560590,Nd2Mo(SeO5)2,1.842542234809247,0.3260883210735624,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-560670,MgSeO4,1.7931035935611448,0.3546494264633492,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True
mp-560863,ThSe2O7,1.5928014103114438,-0.2481958871930601,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,3.0,Se,0.0,True
mp-560863,ThSe2O7,1.5928014103114438,-0.2481958871930601,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True
mp-560882,SeO2,1.80801389480242,0.2516794063188751,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"2b, 2a",1,3.0,Se,0.0,True
mp-560898,NaPr(SeO4)2,1.8749265717303776,0.4946343270152887,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-560990,Ca3Fe2(SeO3)6,2.0282378908683896,1.004158942742288,[3.0],4.0,4.0,4.0,Triangular non-coplanar,12f,1,3.0,Se,0.0,True
mp-561035,BaFe2(SeO3)4,1.7952275208232336,0.2073435349947846,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4g,1,3.0,Se,0.0,True
mp-561112,Zn2SeCl2O3,1.7906859484762423,0.2396576820661017,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-561273,V2Cd6Se5O21,1.8052516602169897,0.2183385469216713,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-561326,LuSeO3F,1.849602850763187,0.4092811380907035,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-561519,NaFe(SeO4)2,1.8376162898831716,0.4003204933947996,[4.0],6.0,6.0,6.0,Tetrahedron,4i,1,4.0,Se,0.0,True
mp-561911,Ca3Co(SeO3)4,1.8658868774377448,0.4792892933840051,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8f,1,3.0,Se,0.0,True
mp-561998,Sr2CoSe2(ClO3)2,1.9264900461485408,0.6617361175487984,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True
mp-562404,Li2Co3(SeO3)4,1.97844151114987,0.8263207710804021,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-562762,Ba2CoSe2(ClO3)2,2.3584564852663386,2.223071248842229,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8g,1,3.0,Se,0.0,True
mp-562826,CoSeO3,1.8683463402555376,0.4328878319015155,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2c,1,3.0,Se,0.0,True
mp-562833,Co5Se4(BrO6)2,1.7764493992402683,0.1229710187099376,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-562836,SmCoSe2ClO6,1.83334752737287,0.3257866323934191,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-565679,Hg4Se4O9,1.741915267281109,-0.0133905136007586,"[0, 3.0]",2.5,2.5,2.5,no_data,no_data,1,0.0,Se,0.0,True
mp-565679,Hg4Se4O9,1.741915267281109,-0.0133905136007586,"[0, 3.0]",2.5,2.5,2.5,no_data,no_data,1,3.0,Se,0.0,True
mp-567548,BaCo(SeO3)2,1.778710235532585,0.1541566087809389,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-572877,Co5Se4(ClO6)2,1.8042787357071457,0.2229951383515581,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4i,1,3.0,Se,0.0,True
mp-573109,Sm2Se5O13,1.836476986665992,0.3908387903566919,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-579463,Cu2Pb(SeO3)3,1.7619107955635402,0.0569461835967234,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-605344,ZnH4SeO6,1.7310608339818567,0.1239365792639983,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,Se,0.0,True
mp-607785,Rb6LiNd11Se12(Cl4O9)4,1.7594203725549764,0.0596120828897447,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"8l, 16m",1,3.0,Se,0.0,True
mp-615850,Pb2Se(NO4)2,1.6457281839579447,0.237455535140206,[3.0],2.0,2.0,2.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True
mp-620033,BaCu(SeO3)2,1.912247286160061,0.6063353451494523,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"4b, 2a",1,3.0,Se,0.0,True
mp-623590,RbV2SeO7,1.913264627673234,0.6036536614862352,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-638005,SeO2,1.8414067650749937,0.2790757339151909,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"4g, 4h",1,3.0,Se,0.0,True
mp-639138,EuSeClO3,1.8043341520781264,0.2557140153157691,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-639278,BaZn(SeO3)2,1.836532539977923,0.3558371838380555,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-643203,Cu6PbSe2Cl5O8,1.7272796569900168,-0.0762701750891973,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-643776,Na2ZnH4(SeO5)2,1.7124774664215017,0.1358792047057106,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-644015,KVHSe2O7,1.765016002789943,0.0812323273818155,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True
mp-644302,NaHSeO4,2.002486367405875,0.7827115657457823,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-644334,K2CoH4(SeO5)2,1.7742144359066514,0.2281816861017379,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-645405,Rb6LiPr11Se12(Cl4O9)4,1.7650416524154555,0.078183248149737,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"8l, 16m",1,3.0,Se,0.0,True
mp-654225,KFe(SeO3)2,1.7810487106912043,0.1619808393748766,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-662535,PbSe2O5,1.850300194223887,0.4138029231716399,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-675953,Tl2SeO4,1.96853101351185,0.7051598569682177,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-676527,Na4PH5Se3O16,1.9016219725833945,0.5445328305972654,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-677526,Rb2SeO4,1.973373616612996,0.7236202596677053,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-680211,Cu9Se4(Cl3O7)2,1.7297912213876718,-0.0748194120918184,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-680219,UPb(SeO4)2,1.7968408993960907,0.2067517421288008,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"2a, 2b, 4c",1,3.0,Se,0.0,True
mp-683974,Pr2(SeO3)3,1.832441007627379,0.3390453069697092,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-686677,Rb2PH3SeO8,1.923664506834136,0.5994758145012214,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-695829,RbHSeO4,2.0130441462305018,0.8621934366410132,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-696794,RbHSeO4,2.013994072206823,0.863297089455234,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True
mp-696931,TlCuHSeO5,2.778317097386122,2.684207870883126,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True
mp-697236,MgH2(SeO3)2,1.9165618500853656,0.5809817200735679,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-697264,CdH2SeO4,1.9155090854529977,0.6048846496041491,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-697501,VH2SeO5,1.8987483197922743,0.5330158410740687,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-697551,NaCo2HSe2O7,1.8627474245731048,0.4891311254430958,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-697888,Na2CdH4(SeO5)2,1.5325554822440737,-0.3646004783485447,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-697926,LiCd2HSe2O7,1.7264797492707429,-0.0293962070653012,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-697945,K2CdH4(SeO5)2,1.7466392519516325,0.1685396828207581,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-697981,Cd3H2CSeO8,1.8135225340656873,0.2750041899179776,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-703253,RbFeSe2O7,1.6319609759827862,-0.1584493030373996,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",2c,2,3.0,Se,0.0,True
mp-703253,RbFeSe2O7,1.6319609759827862,-0.1584493030373996,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",2c,2,4.0,Se,0.0,True
mp-706579,KH3(SeO3)2,1.5554726300403157,-0.6673864381297908,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8d,1,3.0,Se,0.0,True
mp-707536,KHSeO4,1.995363274705194,0.7660378531512528,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,Se,0.0,True
mp-710062,Pr4Se3(O5F3)2,1.7167783305748618,-0.0336970633423839,"[3.0, 4.0]",3.33,3.33,3.33,"Tetrahedron, Triangular non-coplanar",1a,2,3.0,Se,0.0,True
mp-710062,Pr4Se3(O5F3)2,1.7167783305748618,-0.0336970633423839,"[3.0, 4.0]",3.33,3.33,3.33,"Tetrahedron, Triangular non-coplanar",1a,2,4.0,Se,0.0,True
mp-720263,CuH4SeO5,1.6991895733856566,-0.154786380265848,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True
mp-720376,H4SeO5,1.7362204222420252,0.1839684177899886,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,Se,0.0,True
mp-721077,CsFeH24(SeO10)2,1.667882426239125,-0.0269657099021322,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,Se,0.0,True
mp-721583,CdH2SeO5,1.721404028682085,0.1052586422250859,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-722267,Na5H7(Se2O9)2,1.848837065771564,0.4128453454467224,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-722515,NaCu2H2(SeO5)2,1.731290490654213,0.1257966507186204,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-723043,K2TeH6SeO10,1.3823076860627608,-0.7278456328416424,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True
mp-726,SeO2,1.807505980205614,0.2463530582469567,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8h,1,3.0,Se,0.0,True
mp-729033,MnCuH10Se2(ClO5)2,1.7092443740763492,-0.1362143820176477,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8d,1,3.0,Se,0.0,True
mp-731052,MnH2(SeO4)2,1.7727711088882336,0.226213808323287,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-733508,SmH5(SeO4)2,1.822820644397358,0.307565480926112,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True
mp-733650,CuH6(SeO4)2,1.9365463134494056,0.6488194803554699,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-733858,CaH4Se2O7,2.2714950623929,1.8252504070006543,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-734045,Cu2H2Se2O7,1.817989231221237,0.2439988885661825,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-734053,MnSe3O8,1.814113538521563,0.2340143705311264,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-735536,BaV2H2(Se2O7)2,1.6862323449051295,-0.2051853424977153,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-753175,SrH2(SeO3)2,1.8546849945077493,0.3867182209741813,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-753854,Rb2PH3SeO8,1.8192504451976916,0.3460154753020369,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-753960,Li2H2SeO5,1.6864444202483058,0.0262768071028708,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-754358,ZnSeO4,1.8265845419474211,0.4191917579526952,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True
mp-754598,Hg3SeO6,1.6890380361146893,0.0786658894471193,[4.0],6.0,6.0,6.0,Tetrahedron,3a,1,4.0,Se,0.0,True
mp-754639,FeSeO4,1.8603982790664653,0.4451248254383609,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True
mp-756216,EuSeO4,1.8657171400314467,0.4081430906569571,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True
mp-757297,CoH2SeO4,1.8991603314008592,0.5443558795245808,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-758168,NaZn2HSe2O7,1.857631715519752,0.4166530811211723,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-759925,Zn2Hg2H2Se2O11,1.7169910086104962,0.098616506220633,[4.0],6.0,6.0,6.0,Tetrahedron,8e,1,4.0,Se,0.0,True
mp-761036,CdSeO4,1.8144456570876133,0.3928382319318672,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True
mp-761681,CrHSe3O8,1.8219263365617584,0.2806097713781636,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"8d, 4c",1,3.0,Se,0.0,True
mp-766515,ZnH6(SeO4)2,1.3896151544312914,-1.2534337705525134,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True
mp-768920,Ho2(SeO3)3,1.8206478405905329,0.3329136208963708,[3.0],4.0,4.0,4.0,Triangular non-coplanar,6h,1,3.0,Se,0.0,True
mp-769014,Ho2(SeO3)3,1.8111539355860156,0.3649991987963807,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-769213,Dy2(SeO4)3,1.8165963382865848,0.397456513959092,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Se,0.0,True
mp-769334,EuSeO4,1.7798503853247865,0.2772990726670441,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-769365,ZnSeO4,1.869989127692233,0.4711399462596479,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-769544,MgCr3Se2(SO6)4,1.766853487590475,0.2449419340582212,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-769552,LiMgCr3Se2(SO6)4,1.804502924538091,0.3424979728755408,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-772052,CdSeO4,1.7310507316753008,0.1345245114463832,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-772779,Ca(SeO3)2,1.7507462162358824,0.0816323318659796,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,3.0,Se,0.0,True
mp-772779,Ca(SeO3)2,1.7507462162358824,0.0816323318659796,"[3.0, 4.0]",5.0,5.0,5.0,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True
mp-773018,Li2MgCr3Se3(SO8)3,1.833870926413378,0.402364178931182,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-773053,MgCr3Se3(SO8)3,1.77750952251698,0.268093691340856,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True
mp-773071,Mn3(SeO3)4,1.827948997842744,0.3018674174775333,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-774707,Li5Mn5(SeO3)8,1.8454041960288208,0.380836235997594,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-776325,Sc2H6(SeO4)3,1.737852453578384,0.0216294445177211,[3.0],4.0,4.0,4.0,Triangular non-coplanar,6b,1,3.0,Se,0.0,True
mp-776636,CoH5SeClO5,1.5429653650417356,-0.704858883605954,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8d,1,3.0,Se,0.0,True
mp-778385,B3H3SeO9,1.7593125411987032,0.1779344006205709,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Se,0.0,True
